1,2,0.42,3,3,10
2,6,2.06,2,4,1
3,12,7.01,4,4,5
4,4,9.89,4,4,8
5,9,11.00,4,4,12
6,3,23.22,3,3,9
7,8,27.92,3,3,5
8,10,28.87,2,3,1
9,4,30.64,4,3,12
10,4,31.70,4,3,6
11,3,38.95,4,3,5
12,10,39.16,1,1,4
13,8,40.43,3,4,11
14,4,46.92,2,4,1
15,9,51.25,3,2,2
16,7,51.82,4,4,1
17,6,52.91,4,4,10
18,1,54.15,3,4,12
19,2,54.54,3,2,1
20,6,54.57,4,3,10
21,7,62.05,3,4,11
22,9,63.71,4,4,10
23,2,79.83,4,4,5
24,10,99.96,2,4,12
25,12,102.68,3,3,7
26,3,109.17,4,4,6
27,11,109.91,3,4,4
28,11,113.91,2,4,9
29,2,113.92,3,2,12
30,9,114.63,3,2,11
31,3,116.03,3,2,11
32,5,121.23,1,2,11
33,1,121.26,3,4,11
34,9,123.23,4,3,10
35,9,127.97,2,2,3
36,2,132.93,3,4,1
37,5,135.16,3,4,9
38,6,136.67,2,1,1
39,6,139.23,4,3,5
40,12,142.45,4,3,3
41,4,147.36,3,4,9
42,2,149.81,4,4,5
43,12,151.96,4,4,5
44,12,156.60,4,3,8
45,2,156.68,4,4,6
46,2,158.13,2,2,6
47,11,160.32,4,4,12
48,12,163.81,4,3,5
49,5,163.85,2,2,11
50,3,165.54,4,3,4
51,6,167.39,4,4,6
52,1,173.42,4,4,5
53,1,177.03,3,2,9
54,7,178.05,2,2,4
55,5,179.13,4,4,10
56,1,179.35,4,4,11
57,7,180.89,1,1,10
58,9,185.55,3,4,6
59,10,203.65,4,3,11
60,8,208.35,4,4,11
61,11,213.08,4,4,4
62,4,213.09,4,3,1
63,3,218.87,3,4,4
64,9,225.77,3,4,12
65,6,226.87,4,4,5
66,2,231.41,3,2,5
67,8,232.87,4,4,11
68,11,237.40,3,2,9
69,8,243.12,4,3,9
70,8,245.03,4,3,5
71,9,246.54,2,1,3
72,4,248.28,4,4,12
73,1,251.10,4,4,4
74,1,252.58,4,3,12
75,10,253.46,4,4,8
76,10,253.96,4,4,4
77,1,255.46,2,1,10
78,10,262.00,4,4,11
79,12,262.60,2,1,11
80,3,262.93,4,3,4
81,7,264.03,3,4,2
82,12,264.68,3,2,1
83,4,267.18,2,2,6
84,7,272.21,3,2,5
85,9,273.80,4,4,2
86,2,276.85,4,4,6
87,5,277.30,3,4,11
88,7,280.21,4,4,11
89,8,286.02,1,2,1
90,6,289.74,3,4,1
91,11,294.90,3,4,12
92,8,307.18,2,3,2
93,4,314.50,4,4,10
94,5,322.01,4,4,8
95,8,324.99,4,4,1
96,12,331.35,3,2,12
97,3,331.99,4,3,9
98,7,332.50,4,3,11
99,3,333.02,4,4,2
100,7,333.23,3,3,4
101,4,343.23,4,3,10
102,7,345.82,3,3,9
103,2,346.00,4,4,10
104,3,351.34,1,2,10
105,7,354.73,4,3,12
106,1,360.35,3,2,4
107,4,364.32,4,4,2
108,10,367.49,4,3,10
109,11,370.52,4,4,6
110,5,373.36,4,4,12
111,6,373.72,4,4,6
112,5,386.77,3,3,7
113,6,387.03,4,3,9
114,1,392.01,4,4,1
115,7,400.41,4,4,2
116,9,403.70,3,4,10
117,9,403.71,4,4,10
118,7,413.76,4,4,1
119,5,418.26,4,4,11
120,3,420.20,1,2,3
121,1,425.26,4,3,5
122,7,428.73,1,1,1
123,5,430.93,4,4,6
124,9,436.45,4,4,5
125,4,445.36,4,3,9
126,4,446.09,4,4,7
127,11,446.37,4,4,11
128,6,446.99,3,3,2
129,11,465.85,2,2,12
130,2,473.79,4,4,6
131,12,475.45,3,3,1
132,6,476.57,4,4,4
133,9,478.09,4,3,10
134,10,478.37,2,4,1
135,7,482.28,3,3,3
136,7,485.34,3,4,6
137,2,485.62,3,4,11
138,2,493.92,3,2,3
139,12,496.70,4,4,10
140,3,499.73,4,3,9
141,11,501.18,2,3,11
142,2,502.87,4,4,5
143,1,505.35,4,4,2
144,9,509.03,4,4,4
145,1,510.34,4,3,1
146,1,526.62,4,4,6
147,4,529.21,3,4,12
148,6,536.12,3,4,1
149,10,537.50,2,4,4
150,9,541.97,4,4,4
151,9,548.61,4,4,10
152,2,548.99,3,4,5
153,12,550.38,4,4,10
154,3,557.33,4,3,4
155,8,560.37,2,3,5
156,1,569.34,4,4,5
157,10,572.56,2,2,5
158,4,574.02,4,3,3
159,3,574.07,3,2,11
160,3,574.96,4,4,5
161,11,575.95,4,4,11
162,11,578.31,2,4,4
163,10,584.60,2,3,1
164,7,590.09,3,4,1
165,6,602.03,4,4,6
166,11,603.13,3,2,9
167,10,603.73,4,4,11
168,2,604.31,4,3,12
169,8,604.34,3,4,12
170,12,609.02,4,4,2
171,2,617.46,2,2,4
172,4,617.89,3,3,6
173,4,619.62,2,1,10
174,9,629.91,4,4,10
175,11,630.08,4,3,11
176,8,636.44,4,4,6
177,1,638.51,4,3,10
178,12,638.98,4,4,1
179,2,639.89,4,4,12
180,4,663.09,2,2,3
181,8,664.44,1,2,1
182,11,672.01,4,4,4
183,9,674.09,4,3,2
184,12,677.56,3,2,6
185,2,685.25,3,3,2
186,10,696.26,4,4,5
187,8,696.47,2,4,1
188,1,696.52,4,3,11
189,4,697.16,4,4,1
190,12,704.60,4,4,5
191,10,708.79,4,4,12
192,10,718.76,2,1,11
193,11,720.21,3,4,5
194,1,724.15,1,1,6
195,10,725.04,4,4,4
196,12,726.71,3,3,12
197,11,730.99,2,2,1
198,5,739.57,3,4,1
199,6,739.71,4,3,2
200,8,740.05,4,4,1
201,2,740.44,4,3,5
202,3,745.52,4,4,5
203,6,747.14,4,3,6
204,10,749.66,4,4,6
205,7,750.27,3,3,5
206,11,751.72,4,4,11
207,5,752.28,4,4,12
208,3,758.36,3,2,9
209,8,763.01,4,3,12
210,10,763.75,4,3,10
211,5,763.79,4,4,11
212,8,777.95,2,4,12
213,11,779.57,3,2,1
214,7,781.10,4,4,9
215,3,794.91,4,3,10
216,7,795.19,3,3,11
217,2,795.89,2,1,11
218,6,796.40,3,2,5
219,12,797.07,3,4,12
220,5,800.45,3,4,5
221,5,801.04,3,4,5
222,10,801.53,1,1,4
223,8,803.30,4,4,4
224,6,806.96,4,3,9
225,11,807.85,4,3,5
226,2,823.97,3,4,4
227,4,835.96,2,4,5
228,3,838.61,4,4,11
229,11,841.80,3,4,5
230,3,844.22,2,2,11
231,7,847.47,4,3,7
232,1,849.97,4,4,4
233,8,850.94,2,4,4
234,8,853.53,2,4,10
235,9,853.74,3,4,9
236,2,855.19,4,3,5
237,3,856.01,3,2,5
238,1,860.86,4,3,12
239,5,863.69,3,2,7
240,11,868.00,2,3,4
241,9,872.80,3,4,12
242,4,878.93,4,4,10
243,12,878.99,3,3,5
244,9,879.10,4,4,5
245,12,879.12,3,2,1
246,3,879.31,4,3,5
247,1,881.50,4,3,6
248,6,883.78,2,3,5
249,1,891.20,4,4,8
250,1,894.39,4,4,10
251,7,895.30,2,2,6
252,4,896.15,1,1,4
253,1,896.92,4,4,8
254,2,910.82,4,4,11
255,2,911.08,4,4,8
256,8,919.23,4,3,10
257,10,921.85,2,4,4
258,3,923.55,2,2,4
259,3,925.18,3,2,2
260,2,925.90,4,4,4
261,2,927.79,3,4,5
262,7,939.96,4,4,5
263,1,941.66,4,4,2
264,4,943.26,3,2,11
265,5,943.74,4,4,7
266,3,950.74,3,3,4
267,12,958.72,4,3,4
268,2,959.70,2,4,5
269,4,964.89,4,4,9
270,1,965.69,2,1,10
271,5,969.71,3,3,8
272,9,976.93,4,4,5
273,6,982.72,4,3,4
274,12,989.73,4,4,4
275,11,991.68,3,3,11
276,6,991.75,3,4,2
277,9,996.66,2,1,6
278,2,997.11,3,2,5
279,11,998.98,4,3,4
280,11,1000.16,4,3,4
281,12,1000.61,4,3,12
282,6,1003.52,4,3,6
283,10,1013.71,4,4,7
284,10,1016.08,1,1,6
285,7,1019.92,1,2,2
286,12,1027.44,2,2,10
287,1,1029.90,2,1,4
288,8,1032.95,4,4,5
289,10,1037.40,4,4,6
290,9,1039.97,2,2,10
291,8,1041.03,3,3,5
292,11,1041.93,4,3,12
293,5,1047.03,3,3,10
294,4,1053.54,4,4,4
295,12,1058.08,4,4,12
296,8,1059.84,4,3,4
297,12,1069.97,1,2,12
298,10,1070.64,4,3,4
299,4,1074.47,3,2,11
300,8,1078.61,3,2,4
301,6,1078.85,3,2,4
302,1,1080.70,3,3,5
303,1,1080.95,4,3,12
304,7,1083.45,3,2,5
305,2,1085.11,4,4,12
306,7,1088.07,3,2,6
307,3,1094.11,4,4,10
308,5,1095.30,3,2,12
309,12,1099.02,3,2,4
310,4,1101.02,2,2,1
311,8,1102.48,4,3,9
312,2,1104.80,2,2,1
313,6,1105.25,4,3,2
314,6,1112.09,4,3,12
315,6,1115.09,3,4,12
316,6,1120.92,4,4,11
317,11,1121.73,4,4,5
318,5,1127.36,1,2,6
319,5,1127.58,3,4,5
320,10,1128.06,4,4,12
321,11,1133.09,3,3,1
322,4,1133.32,4,4,4
323,8,1135.68,4,4,2
324,10,1139.89,2,3,12
325,6,1141.77,3,4,1
326,5,1146.39,4,3,12
327,6,1147.94,4,3,5
328,11,1151.08,4,4,1
329,3,1154.70,3,3,6
330,11,1159.75,4,4,9
331,7,1160.85,4,3,1
332,7,1170.88,4,4,6
333,2,1175.48,4,4,1
334,8,1175.87,4,3,12
335,11,1178.99,2,2,10
336,5,1182.49,4,4,12
337,3,1185.81,3,3,10
338,2,1189.33,3,3,6
339,11,1190.49,3,3,5
340,8,1191.16,4,4,4
341,6,1203.37,4,4,2
342,3,1214.28,4,3,10
343,11,1214.39,1,1,5
344,1,1222.05,4,4,10
345,4,1222.36,3,4,4
346,3,1226.28,4,4,7
347,5,1226.35,4,4,2
348,7,1227.39,3,3,1
349,9,1234.70,3,4,12
350,12,1236.35,3,2,5
351,12,1237.84,4,4,2
352,9,1239.77,4,4,1
353,9,1239.85,3,2,10
354,7,1240.33,2,1,2
355,9,1251.37,3,2,1
356,12,1255.01,3,2,6
357,4,1261.46,3,2,6
358,2,1270.97,4,4,1
359,8,1285.85,2,2,10
360,8,1286.83,4,3,6
361,9,1292.08,4,4,5
362,3,1293.67,4,4,4
363,7,1297.65,4,3,11
364,6,1300.60,1,2,12
365,12,1307.78,4,3,8
366,4,1308.57,4,4,4
367,10,1311.99,3,2,2
368,2,1314.31,4,4,2
369,3,1315.65,4,4,12
370,10,1316.66,4,3,4
371,4,1318.60,2,3,12
372,6,1319.78,1,1,9
373,11,1321.54,2,2,5
374,4,1323.23,4,4,4
375,4,1324.68,2,2,2
376,4,1342.25,3,4,10
377,5,1342.76,3,4,12
378,1,1355.69,4,4,1
379,3,1360.60,4,3,8
380,11,1363.33,4,4,3
381,1,1365.28,2,4,10
382,6,1365.30,4,4,2
383,9,1370.07,4,4,12
384,8,1375.84,4,4,7
385,8,1377.15,4,4,5
386,3,1379.06,4,4,4
387,10,1394.87,4,4,10
388,12,1396.95,3,4,10
389,11,1398.94,3,4,1
390,12,1403.50,3,4,6
391,7,1403.68,1,2,5
392,10,1408.70,1,1,1
393,8,1428.48,3,2,6
394,9,1428.98,3,4,1
395,5,1432.21,4,4,6
396,1,1434.19,2,3,5
397,10,1435.82,4,3,10
398,3,1446.45,4,4,9
399,7,1446.87,3,3,12
400,11,1449.09,3,3,6
401,1,1453.18,4,3,8
402,8,1455.54,3,2,7
403,4,1456.02,4,3,1
404,10,1463.55,3,3,2
405,6,1469.77,4,4,11
406,10,1472.88,3,4,6
407,7,1473.61,4,4,4
408,8,1479.69,4,4,4
409,11,1479.81,4,3,11
410,10,1488.23,1,1,1
411,2,1489.39,4,4,5
412,5,1489.96,1,1,1
413,4,1491.33,2,2,12
414,4,1496.24,2,1,11
415,8,1502.58,4,3,2
416,12,1503.26,4,4,1
417,11,1503.78,4,4,11
418,5,1504.10,4,4,12
419,9,1504.92,4,4,10
420,7,1515.60,4,3,1
421,10,1516.13,2,3,4
422,5,1520.51,4,4,10
423,11,1525.91,3,3,2
424,8,1527.87,2,4,7
425,12,1535.08,3,4,4
426,7,1536.51,4,4,12
427,6,1543.47,2,1,12
428,6,1547.03,4,4,4
429,2,1547.66,4,3,1
430,6,1550.66,4,3,12
431,10,1553.25,4,4,6
432,3,1553.82,4,3,5
433,5,1555.28,4,4,10
434,7,1559.78,4,4,5
435,8,1560.63,1,1,12
436,12,1560.91,4,4,2
437,11,1561.29,3,4,8
438,3,1562.73,4,3,6
439,2,1563.58,3,4,2
440,5,1565.81,3,3,10
441,8,1570.04,2,4,12
442,11,1572.58,3,3,6
443,11,1572.67,4,3,2
444,4,1577.01,4,3,11
445,10,1577.64,4,4,5
446,8,1584.18,4,3,1
447,1,1601.42,4,4,2
448,7,1603.54,4,4,7
449,12,1604.53,3,4,4
450,3,1606.85,4,3,2
451,9,1609.98,3,3,12
452,6,1616.11,4,3,10
453,10,1616.72,4,3,1
454,10,1617.33,3,3,7
455,4,1619.34,4,4,5
456,10,1627.14,3,4,2
457,6,1631.96,4,3,1
458,11,1635.12,4,4,1
459,10,1638.32,3,4,6
460,12,1638.47,4,3,1
461,6,1639.55,4,3,8
462,3,1647.49,4,4,2
463,10,1657.86,2,2,1
464,6,1658.27,4,3,12
465,2,1661.62,3,3,11
466,1,1666.69,2,3,1
467,6,1670.63,4,3,1
468,3,1674.31,4,3,2
469,3,1675.35,3,4,1
470,2,1676.14,4,4,9
471,4,1676.81,4,4,4
472,3,1685.19,4,4,4
473,9,1688.40,4,3,11
474,7,1698.75,4,4,6
475,9,1698.93,4,3,5
476,1,1703.33,3,3,10
477,11,1705.25,3,2,4
478,5,1706.60,4,4,2
479,12,1715.85,4,4,4
480,6,1720.95,4,3,4
481,7,1723.17,4,4,5
482,3,1727.88,3,3,5
483,7,1728.17,4,4,11
484,8,1737.45,4,3,2
485,11,1739.44,4,3,2
486,3,1739.54,4,4,8
487,12,1740.65,4,4,5
488,12,1742.18,4,4,5
489,7,1744.23,3,4,12
490,11,1744.90,3,2,12
491,9,1751.19,4,4,4
492,5,1752.19,3,4,10
493,7,1756.29,4,3,1
494,8,1761.30,3,2,1
495,8,1765.15,4,4,2
496,5,1767.95,4,4,1
497,5,1775.07,3,2,11
498,6,1776.26,3,2,11
499,4,1777.38,3,2,2
500,6,1779.59,4,4,4
501,4,1783.81,4,3,10
502,12,1787.87,3,2,10
503,12,1790.09,4,3,12
504,3,1793.15,4,3,4
505,4,1797.36,4,3,1
506,4,1799.73,4,4,1
507,10,1799.94,1,2,1
508,2,1802.79,2,1,11
509,8,1807.07,2,2,12
510,10,1814.27,3,4,10
511,7,1817.97,3,3,10
512,6,1818.67,2,1,5
513,2,1822.65,3,2,10
514,6,1823.93,4,3,10
515,2,1828.64,4,3,1
516,10,1828.66,3,2,5
517,7,1831.67,3,2,10
518,2,1834.39,4,3,4
519,10,1843.59,4,4,1
520,2,1845.01,3,4,10
521,4,1845.78,3,3,3
522,5,1845.81,4,4,1
523,11,1846.40,4,3,6
524,5,1850.28,3,2,10
525,12,1851.66,3,2,5
526,9,1852.94,4,4,10
527,12,1853.40,4,4,3
528,9,1864.12,4,4,1
529,2,1872.97,4,4,12
530,11,1874.13,2,2,11
531,12,1887.67,4,4,10
532,1,1888.12,2,3,8
533,11,1888.46,3,2,12
534,4,1890.44,4,4,4
535,6,1890.53,3,4,2
536,5,1892.51,3,2,5
537,12,1896.55,2,4,4
538,6,1897.05,4,4,10
539,11,1899.68,3,3,8
540,2,1910.04,4,4,2
541,6,1915.83,4,4,1
542,12,1916.67,4,4,5
543,3,1922.93,3,4,6
544,5,1926.72,3,4,2
545,12,1936.86,4,3,6
546,7,1937.99,4,4,3
547,8,1938.31,3,4,4
548,10,1938.39,4,4,4
549,7,1956.19,4,4,5
550,4,1957.93,4,4,4
551,4,1962.22,4,4,1
552,10,1967.51,3,2,4
553,11,1969.93,4,4,8
554,9,1970.22,3,4,10
555,7,1971.74,3,2,1
556,2,1979.96,3,2,4
557,2,1979.96,4,4,6
558,6,1982.46,3,4,4
559,7,1982.57,3,4,2
560,11,1984.03,4,4,1
561,6,1991.60,4,4,2
562,8,1992.49,1,2,6
563,5,1993.69,4,3,6
564,5,1995.00,4,3,12
565,12,1995.25,2,2,4
566,9,1996.21,4,4,7
567,3,1999.64,3,2,9
568,4,2010.15,4,4,11
569,4,2012.41,4,4,1
570,12,2013.05,4,4,4
571,8,2034.74,3,4,4
572,12,2037.87,4,4,1
573,3,2042.41,4,3,6
574,8,2043.11,3,2,6
575,12,2045.82,4,4,11
576,6,2046.09,4,3,4
577,8,2068.34,4,4,4
578,1,2068.78,2,4,1
579,6,2071.00,4,4,1
580,9,2073.22,3,4,4
581,5,2074.06,4,3,10
582,6,2074.16,4,3,1
583,4,2074.73,3,4,1
584,3,2076.03,4,3,2
585,12,2080.57,4,4,6
586,11,2081.24,3,3,5
587,5,2082.68,2,2,1
588,3,2083.72,1,1,4
589,12,2084.90,3,4,1
590,10,2086.58,4,4,6
591,8,2094.94,4,4,3
592,4,2095.37,2,1,1
593,11,2095.53,4,3,2
594,11,2097.56,4,3,1
595,7,2097.97,4,4,12
596,12,2099.57,4,4,6
597,8,2106.08,3,3,8
598,10,2110.79,4,4,5
599,7,2118.05,2,2,6
600,11,2125.39,4,4,4
601,12,2130.46,4,3,11
602,9,2131.27,4,4,2
603,6,2144.99,4,4,1
604,10,2150.89,4,4,12
605,11,2153.04,4,4,6
606,2,2158.55,2,1,4
607,12,2158.63,3,2,1
608,12,2159.62,2,2,4
609,8,2161.88,3,3,4
610,12,2170.10,4,3,4
611,9,2176.36,4,4,6
612,6,2179.53,4,4,10
613,2,2186.20,4,3,12
614,4,2189.91,3,3,6
615,8,2190.83,4,4,4
616,11,2205.85,4,3,1
617,3,2210.52,4,4,5
618,3,2216.32,3,3,2
619,10,2220.07,4,4,6
620,4,2225.55,4,4,12
621,11,2239.68,4,3,1
622,7,2247.74,4,4,10
623,4,2254.46,4,3,5
624,10,2256.93,3,2,11
625,3,2262.79,2,3,6
626,3,2264.06,4,3,10
627,8,2264.55,2,2,11
628,8,2266.91,4,4,6
629,8,2277.77,4,3,11
630,7,2283.90,4,4,3
631,11,2286.41,4,4,11
632,11,2288.92,3,3,5
633,9,2290.98,4,3,1
634,11,2301.25,4,4,10
635,4,2301.94,4,3,12
636,10,2302.93,4,3,9
637,12,2307.30,4,3,6
638,8,2320.30,4,4,1
639,1,2322.62,2,3,8
640,7,2331.10,3,3,4
641,4,2336.78,4,4,6
642,6,2342.81,4,4,1
643,3,2345.91,4,4,3
644,9,2352.08,3,3,5
645,1,2352.46,2,2,1
646,3,2354.55,4,4,4
647,7,2357.28,4,4,1
648,7,2362.24,4,4,9
649,10,2366.73,4,4,5
650,3,2372.13,4,4,1
651,7,2373.83,3,3,10
652,7,2381.10,4,4,1
653,11,2381.78,4,4,2
654,10,2386.44,4,4,12
655,5,2387.95,4,4,4
656,7,2390.93,2,3,1
657,10,2393.94,4,3,8
658,3,2395.08,4,3,5
659,12,2404.27,4,4,11
660,4,2408.25,2,4,1
661,9,2415.35,4,4,1
662,1,2415.56,3,4,11
663,6,2417.37,3,3,4
664,4,2418.65,1,1,1
665,4,2419.29,4,4,9
666,6,2424.35,2,4,12
667,5,2427.85,3,2,8
668,8,2428.25,3,3,4
669,1,2429.98,4,4,6
670,9,2430.49,2,4,4
671,11,2432.12,4,4,6
672,7,2435.64,4,3,1
673,2,2442.10,4,4,1
674,1,2443.06,3,3,12
675,8,2443.17,2,2,8
676,5,2447.25,4,3,9
677,11,2449.88,2,4,8
678,9,2451.07,4,4,4
679,8,2452.07,3,3,2
680,12,2456.11,4,4,4
681,12,2459.54,4,3,4
682,9,2476.38,4,4,10
683,5,2478.23,4,4,1
684,12,2478.30,3,4,12
685,9,2481.12,4,4,1
686,8,2483.15,3,4,3
687,9,2484.42,3,3,11
688,1,2484.82,3,4,1
689,4,2488.91,2,1,1
690,6,2496.98,4,4,4
691,5,2498.69,3,3,1
692,4,2502.70,1,1,4
693,9,2506.29,3,2,1
694,10,2506.55,4,3,1
695,7,2511.72,4,4,2
696,6,2513.28,2,1,4
697,7,2520.98,2,1,5
698,12,2526.32,4,4,4
699,9,2527.87,2,1,1
700,3,2542.78,3,2,5
701,3,2549.43,3,4,12
702,7,2555.60,3,3,5
703,5,2564.53,4,4,4
704,11,2569.10,4,3,12
705,2,2578.49,2,1,2
706,6,2580.85,1,2,8
707,9,2581.78,2,2,12
708,7,2589.50,4,3,11
709,10,2590.55,4,3,1
710,9,2591.98,4,4,2
711,7,2596.03,3,3,12
712,2,2597.19,4,3,6
713,10,2616.73,4,4,5
714,10,2616.80,4,4,4
715,12,2624.35,4,3,7
716,4,2624.35,3,3,8
717,12,2624.84,4,3,12
718,12,2628.13,4,4,1
719,3,2635.16,4,3,11
720,7,2635.75,4,4,1
721,8,2635.93,4,3,7
722,9,2636.47,2,3,12
723,5,2639.22,2,3,6
724,8,2639.48,2,3,11
725,1,2650.13,4,3,6
726,12,2651.16,2,2,1
727,3,2654.75,4,4,11
728,2,2654.96,3,4,6
729,2,2656.23,4,4,8
730,4,2657.00,4,3,1
731,6,2667.19,4,3,3
732,1,2673.41,4,4,1
733,12,2679.17,4,3,10
734,10,2692.98,2,3,10
735,2,2697.38,3,4,10
736,1,2697.82,3,4,9
737,3,2698.30,2,1,12
738,3,2703.77,4,4,1
739,11,2703.84,2,1,8
740,3,2711.05,4,4,8
741,9,2730.31,4,3,1
742,7,2738.65,4,4,11
743,9,2738.92,3,2,12
744,9,2739.15,4,4,8
745,8,2740.45,4,4,10
746,2,2741.98,4,4,1
747,6,2745.28,3,2,4
748,9,2747.15,3,4,4
749,6,2747.48,2,3,4
750,10,2768.58,2,1,5
751,6,2769.44,4,3,4
752,10,2770.26,4,3,10
753,4,2773.56,4,3,11
754,11,2775.85,4,4,1
755,11,2778.86,3,4,9
756,8,2780.55,1,1,9
757,4,2782.23,2,2,2
758,5,2788.97,4,4,2
759,4,2794.35,4,3,1
760,4,2804.65,3,3,12
761,3,2808.08,4,3,10
762,11,2808.57,3,3,6
763,12,2811.10,2,2,4
764,4,2813.99,3,4,8
765,2,2814.92,4,4,1
766,7,2822.62,4,4,6
767,10,2825.59,3,2,10
768,2,2826.05,3,4,2
769,4,2827.07,3,4,10
770,5,2841.06,3,3,10
771,11,2852.31,4,3,11
772,3,2852.71,4,4,8
773,9,2852.73,4,4,12
774,12,2852.93,1,2,5
775,11,2861.55,4,3,4
776,7,2870.05,4,3,10
777,12,2871.51,3,3,6
778,7,2876.79,3,3,3
779,1,2889.01,3,3,10
780,8,2890.24,3,3,11
781,3,2892.61,3,3,1
782,5,2894.54,1,1,11
783,3,2896.22,3,4,1
784,4,2908.41,4,3,10
785,12,2913.52,2,4,12
786,6,2925.43,4,3,9
787,7,2928.62,4,4,12
788,5,2930.57,3,2,8
789,3,2935.20,3,4,10
790,3,2940.81,3,2,3
791,2,2941.70,4,4,12
792,12,2944.39,4,3,4
793,7,2950.79,3,2,4
794,11,2954.10,3,4,10
795,3,2954.63,2,4,11
796,10,2955.03,3,3,12
797,12,2957.82,4,3,5
798,4,2964.73,4,3,5
799,3,2965.01,4,3,8
800,12,2965.03,2,1,11
801,4,2966.39,4,4,1
802,6,2969.13,4,4,1
803,1,2969.95,4,3,11
804,5,2979.53,3,4,1
805,3,2979.82,4,4,2
806,5,2980.27,3,3,12
807,4,2984.02,2,3,1
808,8,2995.74,3,3,12
809,1,2996.78,3,3,4
810,10,2999.44,4,3,10
811,10,3002.04,4,3,9
812,12,3002.61,3,3,4
813,1,3006.00,4,4,12
814,12,3008.28,3,2,10
815,3,3014.87,4,3,3
816,2,3017.21,4,4,3
817,9,3025.28,3,2,1
818,5,3026.42,4,4,12
819,6,3027.55,3,3,3
820,8,3033.69,2,4,6
821,1,3034.01,2,1,9
822,4,3037.08,3,3,2
823,5,3045.44,3,2,4
824,6,3047.07,2,3,5
825,7,3049.21,3,2,10
826,1,3054.26,3,4,7
827,6,3055.39,1,2,8
828,7,3055.75,4,3,1
829,5,3055.91,4,4,10
830,9,3057.24,3,2,12
831,5,3057.42,4,4,4
832,9,3070.73,2,1,1
833,10,3073.25,2,2,6
834,3,3074.35,3,3,5
835,10,3097.40,3,4,3
836,4,3102.81,3,2,4
837,9,3104.44,3,4,3
838,1,3104.61,3,4,3
839,10,3114.03,4,4,12
840,10,3117.25,4,4,9
841,1,3117.30,4,4,11
842,5,3125.00,3,3,1
843,1,3126.49,3,4,3
844,5,3129.24,4,4,8
845,10,3137.98,4,4,8
846,10,3139.55,4,4,10
847,7,3140.57,3,2,12
848,9,3142.31,4,4,4
849,10,3142.72,2,3,7
850,1,3144.72,4,4,1
851,6,3146.13,2,2,1
852,4,3152.93,2,3,9
853,6,3153.25,3,4,11
854,7,3176.39,1,2,4
855,9,3179.21,4,4,2
856,3,3179.32,3,2,4
857,11,3181.50,4,4,5
858,6,3182.86,4,4,10
859,12,3184.58,4,4,3
860,1,3188.68,4,4,11
861,9,3191.16,3,2,5
862,6,3192.06,4,4,12
863,5,3195.43,3,3,10
864,11,3196.63,4,4,1
865,6,3201.81,3,4,8
866,12,3203.06,2,2,9
867,5,3206.39,4,4,4
868,3,3209.26,4,4,12
869,9,3219.25,3,2,8
870,3,3225.23,1,1,2
871,2,3226.51,1,2,4
872,3,3229.31,3,3,5
873,10,3230.60,4,3,11
874,5,3248.58,2,2,11
875,1,3252.72,4,4,1
876,4,3261.81,3,2,10
877,6,3263.16,2,1,11
878,4,3275.74,3,2,1
879,1,3278.64,4,4,9
880,12,3280.75,4,4,1
881,6,3281.09,2,4,6
882,10,3295.41,3,3,1
883,2,3297.78,4,3,4
884,5,3299.48,4,4,8
885,6,3304.84,3,2,11
886,12,3307.81,2,1,4
887,8,3309.70,3,4,1
888,8,3312.60,4,4,1
889,9,3313.51,4,3,10
890,9,3316.46,3,4,5
891,5,3317.83,1,2,2
892,11,3318.67,4,4,10
893,6,3319.09,3,2,8
894,11,3320.75,4,3,4
895,6,3321.94,4,3,9
896,9,3329.20,4,4,2
897,6,3340.12,3,2,11
898,12,3342.73,4,3,5
899,12,3345.35,4,4,12
900,11,3346.40,4,3,7
901,3,3352.67,4,4,11
